itemid	pLIax1zKPXRCdlnCOLHzy	IChfsjDJrJsfQDRVM9EAD	szG2cMaKkEtkY-V8dNQQU	l7GRxwpdjcWv8LSz2BlmV	cpyUkkJaPgvNbUQCb_z6e	Cghd2DGqBZpvfmqwFmd8z	bnWTWmxoqfafNDOrwqYVT	Adcwz0bdXvk6dvSCeN9xB	K7jbH86jW3DOVC9ElLn4z	A6WOvkJ7iVzFiSp6uftqC	8G9Iy7Dtj6ksL1ikYVmEp	createdAt	modifiedAt	createdBy	modifiedBy	isDeleted	todayTask	isMarked
11	25472	TRY001	TRYHARD INDUSTRIAL SUPPLY LTD.	1411 COURTNEYPARK DRIVE	37 Penn Drive	2025-07-18 00:00:00	NET 45 DAYS	SURJIT SINGH	36.32		[{"EWdBSDlm185GKpbReyvAx": "34", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "SOCKET SET SCREWS", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "100", "m0XNzT9VELdAFFKfXZAYa": "0.1", "K7jbH86jW3DOVC9ElLn4z": "10.32", "y-8t3wTX5XUkrbbE3ZHpi": "2025-07-22 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005632-0"}, {"EWdBSDlm185GKpbReyvAx": "35", "hhV29UwNDr85bFxTpw0pK": "2", "Gx1FM5LN2nct-_fLeLn63": "SOCKET SET SCREWS", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "100", "m0XNzT9VELdAFFKfXZAYa": "0.22", "K7jbH86jW3DOVC9ElLn4z": "21.82", "y-8t3wTX5XUkrbbE3ZHpi": "2025-07-22 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005632-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
12	25473	OCR001	OCR CANADA LTD.	25 ROYAL CREST COURT SUITE 100	37 Penn Drive	2025-07-18 00:00:00	Net 30	SURJIT SINGH	565.93		[{"EWdBSDlm185GKpbReyvAx": "36", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "DESKTOP PRINTER", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "1", "m0XNzT9VELdAFFKfXZAYa": "467.82", "K7jbH86jW3DOVC9ElLn4z": "467.82", "y-8t3wTX5XUkrbbE3ZHpi": "2025-07-30 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-008840-0"}, {"EWdBSDlm185GKpbReyvAx": "37", "hhV29UwNDr85bFxTpw0pK": "2", "Gx1FM5LN2nct-_fLeLn63": "SHIPPING CHARGES", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "1", "m0XNzT9VELdAFFKfXZAYa": "33", "K7jbH86jW3DOVC9ElLn4z": "33", "y-8t3wTX5XUkrbbE3ZHpi": "2025-07-30 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-008840-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
13	25474	COG001	COGSDILL TOOL PRODUCTS INC.	PO BOX 7007	37 Penn Drive	2025-07-20 00:00:00	Net 30	NADIA	1080.87		[{"EWdBSDlm185GKpbReyvAx": "38", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "CX-1S-00422-D02", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "N", "hnzgiQph-MXpYA4bowCiI": "3", "m0XNzT9VELdAFFKfXZAYa": "360.29", "K7jbH86jW3DOVC9ElLn4z": "1080.87", "y-8t3wTX5XUkrbbE3ZHpi": "2025-08-20 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005634-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
14	25475	CER001	CER CAD ENGINEERING RESOURCES	6100 AUBURN RD	37 Penn Drive	2025-07-21 00:00:00	Net 30		120		[{"EWdBSDlm185GKpbReyvAx": "39", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "Sort of Job # 9067", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "N", "hnzgiQph-MXpYA4bowCiI": "4", "m0XNzT9VELdAFFKfXZAYa": "30", "K7jbH86jW3DOVC9ElLn4z": "120", "y-8t3wTX5XUkrbbE3ZHpi": "2025-07-15 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005540-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
15	25476	TEA001	TEASDALE CUTTING TOOLS LTD	1076 BARMAC DRIVE	37 Penn Drive	2025-07-21 00:00:00	NET 45 DAYS	NADIA	767.27		[{"EWdBSDlm185GKpbReyvAx": "40", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "9055 ring gauge .4239\"", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "1", "m0XNzT9VELdAFFKfXZAYa": "49", "K7jbH86jW3DOVC9ElLn4z": "49", "y-8t3wTX5XUkrbbE3ZHpi": "2025-07-28 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005930-0"}, {"EWdBSDlm185GKpbReyvAx": "41", "hhV29UwNDr85bFxTpw0pK": "2", "Gx1FM5LN2nct-_fLeLn63": "Carbide tip finish reamer", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "2", "m0XNzT9VELdAFFKfXZAYa": "315", "K7jbH86jW3DOVC9ElLn4z": "630", "y-8t3wTX5XUkrbbE3ZHpi": "2025-07-28 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005810-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
16	25477	TRI001	TRIUMPH TOOL LTD	180 Trowers Road	37 Penn Drive	2025-07-21 00:00:00	NET 45 DAYS	NADIA	356.54		[{"EWdBSDlm185GKpbReyvAx": "42", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "Drill Insert 13.70MM", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "2", "m0XNzT9VELdAFFKfXZAYa": "157.76", "K7jbH86jW3DOVC9ElLn4z": "315.52", "y-8t3wTX5XUkrbbE3ZHpi": "2025-07-29 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005844-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
17	25478	PAU002	PAUL WOLF ELECTRIC & LIGHTING	SUPPLY	37 Penn Drive	2025-07-21 00:00:00	NET 45 DAYS	NADIA	57.52		[{"EWdBSDlm185GKpbReyvAx": "43", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "TIME DELAY FUSES 30 AMP", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "10", "m0XNzT9VELdAFFKfXZAYa": "5.09", "K7jbH86jW3DOVC9ElLn4z": "50.9", "y-8t3wTX5XUkrbbE3ZHpi": "2025-07-28 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005638-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
18	25479	TRI001	TRIUMPH TOOL LTD	180 Trowers Road	37 Penn Drive	2025-07-22 00:00:00	NET 45 DAYS	SURJIT SINGH	852.02		[{"EWdBSDlm185GKpbReyvAx": "44", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "SANDVIK INSERTS", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "50", "m0XNzT9VELdAFFKfXZAYa": "15.08", "K7jbH86jW3DOVC9ElLn4z": "754", "y-8t3wTX5XUkrbbE3ZHpi": "2025-07-23 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005840-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
19	25480	KEY002	KEYENCE CANADA INC.	6775 FINANCIAL DRIVE	37 Penn Drive	2025-07-22 00:00:00	NET 45 DAYS	SURJIT SINGH	28340.4		[{"EWdBSDlm185GKpbReyvAx": "45", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "VISION SYSTEM", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "1", "m0XNzT9VELdAFFKfXZAYa": "25000", "K7jbH86jW3DOVC9ElLn4z": "25000", "y-8t3wTX5XUkrbbE3ZHpi": "2025-05-08 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-001710-0"}, {"EWdBSDlm185GKpbReyvAx": "46", "hhV29UwNDr85bFxTpw0pK": "2", "Gx1FM5LN2nct-_fLeLn63": "SHIPPING AND HANDLING", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "1", "m0XNzT9VELdAFFKfXZAYa": "80", "K7jbH86jW3DOVC9ElLn4z": "80", "y-8t3wTX5XUkrbbE3ZHpi": "2025-05-08 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-001710-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
20	25481	DET001	DETROIT AUTOMATIC TOOLING INC	12275 HURON RIVER DRIVE	37 Penn Drive	2025-07-22 00:00:00	NET 45 DAYS	SURJIT SINGH	406.54		[{"EWdBSDlm185GKpbReyvAx": "47", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "POWER PACK CYLINDER FOR WINTER", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "N", "hnzgiQph-MXpYA4bowCiI": "2", "m0XNzT9VELdAFFKfXZAYa": "99.11", "K7jbH86jW3DOVC9ElLn4z": "198.22", "y-8t3wTX5XUkrbbE3ZHpi": "2025-07-24 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005632-0"}, {"EWdBSDlm185GKpbReyvAx": "48", "hhV29UwNDr85bFxTpw0pK": "2", "Gx1FM5LN2nct-_fLeLn63": "COMPENSATOR BUSHING FOR", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "N", "hnzgiQph-MXpYA4bowCiI": "2", "m0XNzT9VELdAFFKfXZAYa": "104.16", "K7jbH86jW3DOVC9ElLn4z": "208.32", "y-8t3wTX5XUkrbbE3ZHpi": "2025-07-24 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005632-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
21	25482	NEW005	NEW PIG CORP.- CANADA	1 PORK AVENUE	37 Penn Drive	2025-07-22 00:00:00	NET 45 DAYS	SURJIT SINGH	2120.16		[{"EWdBSDlm185GKpbReyvAx": "49", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "ADHESIVE BACK STICKY MATS", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "1", "m0XNzT9VELdAFFKfXZAYa": "481.65", "K7jbH86jW3DOVC9ElLn4z": "481.65", "y-8t3wTX5XUkrbbE3ZHpi": "2025-07-24 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005594-0"}, {"EWdBSDlm185GKpbReyvAx": "50", "hhV29UwNDr85bFxTpw0pK": "2", "Gx1FM5LN2nct-_fLeLn63": "ADHESIVE BCAK ABSORBENT MAT", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "2", "m0XNzT9VELdAFFKfXZAYa": "353.4", "K7jbH86jW3DOVC9ElLn4z": "706.8", "y-8t3wTX5XUkrbbE3ZHpi": "2025-07-24 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005594-0"}, {"EWdBSDlm185GKpbReyvAx": "51", "hhV29UwNDr85bFxTpw0pK": "3", "Gx1FM5LN2nct-_fLeLn63": "ADHESIVE BACK ABSORBENT MAT", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "2", "m0XNzT9VELdAFFKfXZAYa": "343.9", "K7jbH86jW3DOVC9ElLn4z": "687.8", "y-8t3wTX5XUkrbbE3ZHpi": "2025-07-24 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005594-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
22	25483	CAR010	CARBIDETEK	248 SOUTH 5TH AVE LA PUENTE	37 Penn Drive	2025-07-22 00:00:00	NET 45 DAYS	SURJIT SINGH	246.47		[{"EWdBSDlm185GKpbReyvAx": "52", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "CARBIDE ROD 1/4\" DIA X 12.25\"", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "N", "hnzgiQph-MXpYA4bowCiI": "1", "m0XNzT9VELdAFFKfXZAYa": "35.66", "K7jbH86jW3DOVC9ElLn4z": "35.66", "y-8t3wTX5XUkrbbE3ZHpi": "2025-07-24 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005632-0"}, {"EWdBSDlm185GKpbReyvAx": "53", "hhV29UwNDr85bFxTpw0pK": "2", "Gx1FM5LN2nct-_fLeLn63": "CARBIDE ROD 5/16\" DIA X 12.25\"", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "N", "hnzgiQph-MXpYA4bowCiI": "1", "m0XNzT9VELdAFFKfXZAYa": "49.56", "K7jbH86jW3DOVC9ElLn4z": "49.56", "y-8t3wTX5XUkrbbE3ZHpi": "2025-07-24 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005632-0"}, {"EWdBSDlm185GKpbReyvAx": "54", "hhV29UwNDr85bFxTpw0pK": "3", "Gx1FM5LN2nct-_fLeLn63": "CARBIDE ROD 3/8\" DIA X 12.25\"", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "N", "hnzgiQph-MXpYA4bowCiI": "1", "m0XNzT9VELdAFFKfXZAYa": "69.84", "K7jbH86jW3DOVC9ElLn4z": "69.84", "y-8t3wTX5XUkrbbE3ZHpi": "2025-07-24 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005632-0"}, {"EWdBSDlm185GKpbReyvAx": "55", "hhV29UwNDr85bFxTpw0pK": "4", "Gx1FM5LN2nct-_fLeLn63": "CARBIDE ROD 7/16\" DIA X 12.25\"", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "N", "hnzgiQph-MXpYA4bowCiI": "1", "m0XNzT9VELdAFFKfXZAYa": "91.41", "K7jbH86jW3DOVC9ElLn4z": "91.41", "y-8t3wTX5XUkrbbE3ZHpi": "2025-07-24 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005632-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
23	25484	AMA001	AMAZON.CA	6363 MILLCREEK DRIVE	37 Penn Drive	2025-07-22 00:00:00	Net 30	SURJIT SINGH	78.49		[{"EWdBSDlm185GKpbReyvAx": "56", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "LED RECHARGABLE MAGNETIC", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "1", "m0XNzT9VELdAFFKfXZAYa": "69.46", "K7jbH86jW3DOVC9ElLn4z": "69.46", "y-8t3wTX5XUkrbbE3ZHpi": "2025-07-28 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005590-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
24	25485	ULI001	ULINE	2425 MATHESON BLVD.EAST	37 Penn Drive	2025-07-22 00:00:00	NET 45 DAYS	SURJIT SINGH	542.4		[{"EWdBSDlm185GKpbReyvAx": "57", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "THERMAL TRANSFER LABELS", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "24", "m0XNzT9VELdAFFKfXZAYa": "14", "K7jbH86jW3DOVC9ElLn4z": "336", "y-8t3wTX5XUkrbbE3ZHpi": "2025-07-23 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005660-0"}, {"EWdBSDlm185GKpbReyvAx": "58", "hhV29UwNDr85bFxTpw0pK": "2", "Gx1FM5LN2nct-_fLeLn63": "THERMAL TRANSFER RIBBON", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "24", "m0XNzT9VELdAFFKfXZAYa": "6", "K7jbH86jW3DOVC9ElLn4z": "144", "y-8t3wTX5XUkrbbE3ZHpi": "2025-07-23 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005660-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
25	25486	AMA001	AMAZON.CA	6363 MILLCREEK DRIVE	37 Penn Drive	2025-07-22 00:00:00	Net 30	SURJIT SINGH	41.18		[{"EWdBSDlm185GKpbReyvAx": "59", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "SMART SIGN NOTICE", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "2", "m0XNzT9VELdAFFKfXZAYa": "18.22", "K7jbH86jW3DOVC9ElLn4z": "36.44", "y-8t3wTX5XUkrbbE3ZHpi": "2025-07-24 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005620-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
26	25487	T&T001	T&T INDUSTRIAL SUPPLIES LTD	51 ROYSUN ROAD	37 Penn Drive	2025-07-22 00:00:00	NET 45 DAYS	SURJIT SINGH	255.38		[{"EWdBSDlm185GKpbReyvAx": "60", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "HAND PAPER TOWEL CENTRE PULL", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "5", "m0XNzT9VELdAFFKfXZAYa": "45.2", "K7jbH86jW3DOVC9ElLn4z": "226", "y-8t3wTX5XUkrbbE3ZHpi": "2025-07-24 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005591-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
27	25488	PRE001	PRECISION COMPONENTS	220 Pritchard Road	37 Penn Drive	2025-07-22 00:00:00	NET 45 DAYS	NADIA	350.3		[{"EWdBSDlm185GKpbReyvAx": "61", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "Dovetail holder", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "1", "m0XNzT9VELdAFFKfXZAYa": "310", "K7jbH86jW3DOVC9ElLn4z": "310", "y-8t3wTX5XUkrbbE3ZHpi": "2025-05-08 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005830-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
28	25489	1SOU	1SOURCE METROLOGY	465 PINEBUSH RD UNIT # 2	37 Penn Drive	2025-07-23 00:00:00	Net 30	SURJIT SINGH	195.09		[{"EWdBSDlm185GKpbReyvAx": "62", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "GO PIN GAUGE", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "1", "m0XNzT9VELdAFFKfXZAYa": "7.65", "K7jbH86jW3DOVC9ElLn4z": "7.65", "y-8t3wTX5XUkrbbE3ZHpi": "2025-08-25 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005930-0"}, {"EWdBSDlm185GKpbReyvAx": "63", "hhV29UwNDr85bFxTpw0pK": "2", "Gx1FM5LN2nct-_fLeLn63": "DEPTH NOTCHES @27.50MM/28.20MM", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "1", "m0XNzT9VELdAFFKfXZAYa": "100", "K7jbH86jW3DOVC9ElLn4z": "100", "y-8t3wTX5XUkrbbE3ZHpi": "2025-08-25 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005930-0"}, {"EWdBSDlm185GKpbReyvAx": "64", "hhV29UwNDr85bFxTpw0pK": "3", "Gx1FM5LN2nct-_fLeLn63": "GAUGE CALIBRATION ISO/IEC17025", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "1", "m0XNzT9VELdAFFKfXZAYa": "65", "K7jbH86jW3DOVC9ElLn4z": "65", "y-8t3wTX5XUkrbbE3ZHpi": "2025-08-25 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005930-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
29	25490	LSI001	LABEL SOLUTIONS INC.	17 Scarborough Heights Blvd	37 Penn Drive	2025-07-23 00:00:00	NET 45 DAYS	SURJIT SINGH	516.59		[{"EWdBSDlm185GKpbReyvAx": "65", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "ZEBRA THERMAL LABELS", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "18", "m0XNzT9VELdAFFKfXZAYa": "22.62", "K7jbH86jW3DOVC9ElLn4z": "407.16", "y-8t3wTX5XUkrbbE3ZHpi": "2025-07-29 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005590-0"}, {"EWdBSDlm185GKpbReyvAx": "66", "hhV29UwNDr85bFxTpw0pK": "2", "Gx1FM5LN2nct-_fLeLn63": "SHIPPING CHARGES", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "1", "m0XNzT9VELdAFFKfXZAYa": "50", "K7jbH86jW3DOVC9ElLn4z": "50", "y-8t3wTX5XUkrbbE3ZHpi": "2025-07-29 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005590-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
30	25491	CPI001	CPI AUTOMATION LTD.	5155 TIMBERLEA BLVD	37 Penn Drive	2025-07-23 00:00:00	Net 30	SURJIT SINGH	44.71		[{"EWdBSDlm185GKpbReyvAx": "67", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "REPAIR KIT DESTACO", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "1", "m0XNzT9VELdAFFKfXZAYa": "39.57", "K7jbH86jW3DOVC9ElLn4z": "39.57", "y-8t3wTX5XUkrbbE3ZHpi": "2025-08-29 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005634-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
